2345,41,45,41,5,4,4,1
2346,664,676,691,28,35,30,31
2347,444,463,474,20,17,19,22
2349,56,52,69,3,6,2,0
2350,136,156,121,11,13,10,8
2351,113,121,101,11,11,10,4
2352,560,585,601,38,32,41,18
2353,287,308,320,16,16,14,13
2354,80,91,88,1,5,6,6
2355,953,959,851,69,67,26,20
2356,240,205,198,24,24,9,7
2357,71,76,73,5,7,3,4
2358,333,380,369,26,36,18,19
2359,1301,1212,956,108,63,46,43
2360,2751,2612,2532,183,144,132,92
2361,4645,5109,5365,332,335,532,422
2362,238,260,259,15,21,20,10
2363,390,443,437,22,18,22,19
2364,258,213,234,20,7,6,6
2366,324,304,276,27,25,8,19
2367,130,146,159,9,11,5,6
2368,574,586,605,22,24,20,23
2369,242,248,251,14,20,20,9
2370,610,576,542,41,35,20,21
2371,1578,1678,1756,59,70,110,68
2372,347,383,334,22,28,12,9
2373,197,223,223,8,18,17,14
2374,861,917,841,67,72,39,25
2375,159,166,143,14,10,10,1
2376,174,166,174,17,14,11,5
2377,135,151,146,5,9,12,2
2378,129,152,159,4,7,14,11
2379,209,239,232,10,12,12,10
2380,24,32,34,1,1,2,2
2381,8710,9346,9393,693,730,777,617
2382,1367,1404,1374,74,74,71,42
2383,1452,1499,1417,93,97,51,53
2384,56,50,64,4,4,2,1
2385,160,164,177,11,14,9,11
2386,225,235,222,20,13,12,11
2387,1015,1070,1129,65,53,44,43
2388,225,218,183,11,19,11,14
2389,659,654,653,49,43,38,38
2390,264,275,233,19,20,12,10
2391,206,224,209,11,11,10,14
2392,311,314,326,17,15,12,13
2393,141,148,168,9,12,6,5
2395,141,155,155,1,9,4,6
2396,64,62,70,5,1,4,3
2397,1252,1219,1244,92,92,54,65
2398,284,288,282,18,28,8,5
2399,607,570,465,39,50,17,17
2400,148,149,139,10,6,6,8
2401,194,209,225,13,18,18,12
2402,37,47,54,2,4,2,0
2403,260,282,299,16,15,16,22
2404,190,195,148,9,16,9,9
2405,535,582,511,32,39,30,25
2406,132,139,124,6,6,3,5
2407,199,171,180,14,6,8,6
2408,24304,25219,26175,2050,1911,1515,1226
